Movie ID,Title,Directors,Top Cast
10674,Mulan,"Tony Bancroft, Barry Cook","Ming-Na Wen, Eddie Murphy, BD Wong, Miguel Ferrer, Harvey Fierstein"
917496,Beetlejuice Beetlejuice,Tim Burton,"Michael Keaton, Winona Ryder, Catherine O'Hara, Jenna Ortega, Justin Theroux"
581528,"The Gangster, the Cop, the Devil",Lee Won-tae,"Don Lee, Kim Moo-yul, Kim Sung-kyu, Heo Dong-won, Yoo Jae-myung"
1280672,One of Them Days,Lawrence Lamont,"Keke Palmer, SZA, Joshua David Neal, Aziza Scott, Patrick Cage"
1354627,SpongeBob Squarepants: Kreepaway Kamp,"Ian Vasquez, Dave Cunningham, Fred Osmond, Kurt Snyder, Sherm Cohen","Tom Kenny, Bill Fagerbakke, Rodger Bumpass, Clancy Brown, Carolyn Lawrence"
601796,Alienoid,Choi Dong-hoon,"Ryu Jun-yeol, Kim Woo-bin, Kim Tae-ri, So Ji-sub, Yum Jung-ah"
1275892,McVeigh,Mike Ott,"Alfie Allen, Brett Gelman, Ashley Benson, Anthony Carrigan, Tracy Letts"
1144962,Transmorphers: Mech Beasts,Michael Su,"Tom Arnold, Tania Fox, Jolene Anderson, Andrew Rogers, Mica Javier"
1257960,Sikandar,A.R. Murugadoss,"Salman Khan, Rashmika Mandanna, Sathyaraj, Sharman Joshi, Kajal Agarwal"
1124,The Prestige,Christopher Nolan,"Hugh Jackman, Christian Bale, Michael Caine, Piper Perabo, Rebecca Hall"
1023915,2073,Asif Kapadia,"Samantha Morton, Naomi Ackie, Hector Hewer"
49051,The Hobbit: An Unexpected Journey,Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, James Nesbitt, Ken Stott"
1226578,Longlegs,Osgood Perkins,"Maika Monroe, Nicolas Cage, Blair Underwood, Alicia Witt, Michelle Choi-Lee"
101299,The Hunger Games: Catching Fire,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks"
324786,Hacksaw Ridge,Mel Gibson,"Andrew Garfield, Sam Worthington, Vince Vaughn, Teresa Palmer, Luke Bracey"
351286,Jurassic World: Fallen Kingdom,J.A. Bayona,"Chris Pratt, Bryce Dallas Howard, Rafe Spall, Justice Smith, Daniella Pineda"
889737,Joker: Folie à Deux,Todd Phillips,"Joaquin Phoenix, Lady Gaga, Brendan Gleeson, Catherine Keener, Zazie Beetz"
1104844,BLUE LOCK THE MOVIE -EPISODE NAGI-,Shunsuke Ishikawa,"Nobunaga Shimazaki, Yuma Uchida, Kazuyuki Okitsu, Kazuki Ura, Tasuku Kaito"
1116490,Cash Out,Randall Emmett,"John Travolta, Kristin Davis, Lukas Haas, Quavo, Joel Cohen"
857,Saving Private Ryan,Steven Spielberg,"Tom Hanks, Tom Sizemore, Edward Burns, Barry Pepper, Adam Goldberg"
338953,Fantastic Beasts: The Secrets of Dumbledore,David Yates,"Eddie Redmayne, Jude Law, Mads Mikkelsen, Ezra Miller, Dan Fogler"
425,Ice Age,Chris Wedge,"Ray Romano, John Leguizamo, Denis Leary, Goran Višnjić, Jack Black"
293660,Deadpool,Tim Miller,"Ryan Reynolds, Morena Baccarin, Ed Skrein, T.J. Miller, Gina Carano"
1360733,Verano en diciembre,Carolina África,"Carmen Machi, Bárbara Lennie, Irene Escolar, Victoria Luengo, Beatriz Grimaldos"
572802,Aquaman and the Lost Kingdom,James Wan,"Jason Momoa, Patrick Wilson, Yahya Abdul-Mateen II, Randall Park, Amber Heard"
50619,The Twilight Saga: Breaking Dawn - Part 1,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Peter Facinelli"
615,The Passion of the Christ,Mel Gibson,"Jim Caviezel, Maia Morgenstern, Christo Jivkov, Francesco De Vito, Monica Bellucci"
284053,Thor: Ragnarok,Taika Waititi,"Chris Hemsworth, Mark Ruffalo, Tom Hiddleston, Cate Blanchett, Idris Elba"
118,Charlie and the Chocolate Factory,Tim Burton,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor"
979,Irreversible,Gaspar Noé,"Monica Bellucci, Vincent Cassel, Albert Dupontel, Jo Prestia, Philippe Nahon"
1147400,"Miraculous World: Paris, Tales of Shadybug and Claw Noir",Thomas Astruc,"Annouck Hautbois, Benjamin Bollen, Marie Nonnenmacher, Thierry Kazazian, Fanny Bloc"
296096,Me Before You,Thea Sharrock,"Emilia Clarke, Sam Claflin, Janet McTeer, Charles Dance, Brendan Coyle"
75780,Jack Reacher,Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo, Werner Herzog"
447332,A Quiet Place,John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe, Cade Woodward"
324552,John Wick: Chapter 2,Chad Stahelski,"Keanu Reeves, Common, Ian McShane, Laurence Fishburne, Riccardo Scamarcio"
559,Spider-Man 3,Sam Raimi,"Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church, Topher Grace"
109418,Grown Ups 2,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade, Salma Hayek Pinault"
61108,Emmanuelle 6,"Bruno Zincone, Jean Rollin","Natalie Uher, Jean-René Gossart, Thomas Obermuller, Gustavo Rodríguez, François Guerrar"
1276945,Ferry 2,Wannes Destoop,"Frank Lammers, Aiko Beemsterboer, Tobias Kersloot, Marouane Meftah, Hamza Othman"
353486,Jumanji: Welcome to the Jungle,Jake Kasdan,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Rhys Darby"
1056648,Dog on Trial,Laetitia Dosch,"Laetitia Dosch, François Damiens, Jean-Pascal Zadi, Anne Dorval, Anabela Moreira"
281957,The Revenant,Alejandro González Iñárritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck"
1100099,We Live in Time,John Crowley,"Andrew Garfield, Florence Pugh, Grace Delaney, Lee Braithwaite, Aoife Hinds"
82023,Hotel Desire,Sergej Moya,"Saralisa Volm, Clemens Schick, Jan-Gregor Kremp, Herbert Knaup, Palina Rojinski"
259693,The Conjuring 2,James Wan,"Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor, Lauren Esposito"
85430,Girl Play,Lee Friedlander,"Lacie Harmon, Robin Greenspan, Mink Stole, Dom DeLuise, Katherine Randolph"
1244944,The Woman in the Yard,Jaume Collet-Serra,"Danielle Deadwyler, Okwui Okpokwasili, Russell Hornsby, Peyton Jackson, Estella Kahiha"
105,Back to the Future,Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Crispin Glover, Lea Thompson, Claudia Wells"
114,Pretty Woman,Garry Marshall,"Richard Gere, Julia Roberts, Jason Alexander, Ralph Bellamy, Alex Hyde-White"
77338,The Intouchables,"Éric Toledano, Olivier Nakache","François Cluzet, Omar Sy, Dominique Henry, Anne Le Ny, Clotilde Mollet"
1225767,Mushi-Shi: The Shadow That Devours the Sun,"Kouichirou Sohtome, Hiroshi Nagahama","Yuto Nakano, Yuna Watanabe, Rio Sasaki, Mika Doi, Yuji Ueda"
801335,Girl in the Basement,Elisabeth Röhm,"Judd Nelson, Stefanie Scott, Joely Fisher, Braxton Bjerken, Kim Rosen"
1412113,Squid Game: Making Season 2,,"Hwang Dong-hyuk, Lee Jung-jae, Lee Byung-hun, Chae Kyoung-sun, Kim Ji-yong"
843527,The Idea of You,Michael Showalter,"Anne Hathaway, Nicholas Galitzine, Ella Rubin, Annie Mumolo, Reid Scott"
995803,Arena Wars,Brandon Slagle,"Michael Madsen, Eric Roberts, Robert LaSardo, John Wells, Kevin Hager"
508947,Turning Red,Domee Shi,"Rosalie Chiang, Sandra Oh, Ava Morse, Hyein Park, Maitreyi Ramakrishnan"
9502,Kung Fu Panda,"Mark Osborne, John Stevenson","Jack Black, Angelina Jolie, Dustin Hoffman, Ian McShane, Jackie Chan"
810,Shrek the Third,Chris Miller,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Julie Andrews"
20760,Lilo & Stitch 2: Stitch Has a Glitch,"Tony Leondis, Michael LaBash","Chris Sanders, Dakota Fanning, Tia Carrere, David Ogden Stiers, Kevin McDonald"
186622,Women,"Patrick Alessandrin, Lisa Azuelos","Marine Delterme, Florence Thomassin, Amira Casar, Vincent Cassel, Àlex Casanovas"
588648,Dragonkeeper,"Jian-Ping Li, Salvador Simó","Lucía Pérez, Mario Gas, Fernando Castro, Carlos de Luna, José Gómez Adán"
1216780,Nadaaniyan,Shauna Gautam,"Ibrahim Ali Khan, Khushi Kapoor, Mahima Chaudhry, Suniel Shetty, Dia Mirza"
8681,Taken,Pierre Morel,"Liam Neeson, Maggie Grace, Famke Janssen, Olivier Rabourdin, Leland Orser"
16869,Inglourious Basterds,Quentin Tarantino,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender"
68718,Django Unchained,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson"
49026,The Dark Knight Rises,Christopher Nolan,"Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt, Anne Hathaway"
168259,Furious 7,James Wan,"Vin Diesel, Paul Walker, Jason Statham, Michelle Rodriguez, Jordana Brewster"
11688,The Emperor's New Groove,Mark Dindal,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick"
77,Memento,Christopher Nolan,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior, Russ Fega"
429,"The Good, the Bad and the Ugly",Sergio Leone,"Clint Eastwood, Eli Wallach, Lee Van Cleef, Aldo Giuffrè, Luigi Pistilli"
128,Princess Mononoke,Hayao Miyazaki,"Yoji Matsuda, Yuriko Ishida, Yuko Tanaka, Kaoru Kobayashi, Masahiko Nishimura"
1001311,Under Paris,Xavier Gens,"Bérénice Bejo, Nassim Lyes, Léa Léviant, Sandra Parfait, Aksel Üstün"
976734,Canary Black,Pierre Morel,"Kate Beckinsale, Rupert Friend, Saffron Burrows, Ray Stevenson, Goran Kostić"
882569,Guy Ritchie's The Covenant,Guy Ritchie,"Jake Gyllenhaal, Dar Salim, Sean Sagar, Jason Wong, Rhys Yates"
1032823,Trap,M. Night Shyamalan,"Josh Hartnett, Ariel Donoghue, Saleka Night Shyamalan, Alison Pill, Hayley Mills"
12153,White Chicks,Keenen Ivory Wayans,"Shawn Wayans, Marlon Wayans, Frankie Faison, Terry Crews, Faune Chambers Watkins"
337404,Cruella,Craig Gillespie,"Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser, John McCrea"
10144,The Little Mermaid,"John Musker, Ron Clements","Jodi Benson, Samuel E. Wright, Pat Carroll, Christopher Daniel Barnes, Kenneth Mars"
49013,Cars 2,John Lasseter,"Larry the Cable Guy, Owen Wilson, Michael Caine, Emily Mortimer, Eddie Izzard"
